,countryCode,year,stateProvince,locality,elevation,elevationAccuracy,decimalLatitude,decimalLongitude
85118,ES,,Ss,"Errenteria, Añarbe",260.0,0.0,43.2288983,-1.8712257
110498,SE,1980.0,Södermanland,"10H1eso, Srm",,,59.12125,17.09298
61826,SE,2007.0,Öland,"Kalleguta, 800 m S-SSO, Öl",,,56.88355,16.79253
93133,FR,2007.0,,Blancherie (Au S. des sources située à environ 500 m. à l'E. de la),310.0,10.0,45.60611,4.8925
4737,DE,,,MTB 5439: Treuen; Quadrant: 4,,,50.52495,12.29157
95816,BE,1953.0,,,,,50.35207,4.40404
143431,FR,1999.0,,,143.5,56.5,44.39201,4.78913
230830,SE,2002.0,Bohuslän,"S:t Göransö, Hunnebostrand, Boh",,,58.4398,11.28824
21570,SE,2000.0,Bohuslän,"350 m SV om Bovik, Björkö, Boh",,,57.74888,11.68345
30125,ES,,,"O Rosal, province of Pontevedra",45.0,,41.9167,-8.83333
190651,FI,2014.0,Pirkanmaa,(Ent. Luopioinen) Tepunniemi,,,61.361441,24.481974
78552,NO,2018.0,Viken,"Grååsen i Spydeberg i Østfold, Indre Østfold, Vi",,,59.598801,11.080099
185297,FR,2009.0,,,,,45.19361,1.79203
18353,FI,2009.0,Pirkanmaa,Puutikkala,,,61.284394,24.693386
75796,GB,2000.0,England,Dungee Wood and Odell Plantation CWS,,,52.224488,-0.637723
178585,DE,,,MTB 6727: Schillingsfürst; Quadrant: 2,,,49.274909,10.29151
48204,DE,,,MTB 8330: Roßhaupten; Quadrant: 2,,,47.674902,10.79153
181243,GB,1990.0,England,The Oaks,,,52.147736,1.387385
68864,FR,2011.0,,,,,45.74101,3.95818
216095,SE,2013.0,Blekinge,"Allatorp Karlskrona, Bl",,,56.22081,15.58926
160322,GB,2014.0,England,"Swindon, Southleaze",,,51.545261,-1.819624
83045,SE,2007.0,Östergötland,"Nybygget, Ög",,,58.55501,16.40793
81880,DE,2000.0,,,,,49.97,11.96
15496,DK,2000.0,,Tebstrup,,,55.980751,9.888154
112437,BE,2012.0,,,,,51.19703,4.36184
203559,GB,1977.0,England,VC3 South Devon,,,50.471028,-3.790987
39214,SE,1990.0,Småland,"15 SO Nylund, Sm",,,56.95478,15.89809
90990,GB,2011.0,England,VC27 East Norfolk,,,52.711815,1.033352
64788,SE,1990.0,Uppland,"12I9dNE, Upl",,,60.3893,17.95894
98783,FR,1994.0,,,,,47.99915,4.06203
223966,SE,1920.0,Bohuslän,"MORLANDA: VASSBOTTEN, Boh",,,58.12584,11.47061
89139,DK,2005.0,,,,,56.403646,9.8126
12632,GB,2015.0,Scotland,,,,57.578264,-2.897312
80867,DE,2008.0,,Dassel,,,51.790952,9.684181
202381,FR,2007.0,,,,,49.36568,3.98693
114597,FR,2004.0,,Fonfrède (Bords de la D65 à l'E. de),925.0,25.0,44.90158,2.84165
165013,GB,1988.0,England,"West of Webbs Wood, place may refer to name of 1km ref.",,,51.531086,-2.55641
140548,RU,2010.0,Tver Oblast,,,,57.95,34.64
172076,BE,1972.0,,,,,50.94093,5.3863
112487,UA,2022.0,Cherkas'ka Oblast',,,,48.963853,31.236241
1428,ES,,Nafarroa,Sa. de Alaiz,900.0,0.0,42.691,-1.566
218517,SE,2008.0,Södermanland,"Stäk 1100 m nnnv, Srm",,,58.79005,17.37292
110383,SE,2005.0,Uppland,"Haga; 900m V om Berga, Upl",,,59.66756,17.67048
131919,RU,2020.0,Yaroslavl',,,,57.9925,38.0783
45352,SE,2005.0,Gotland,"Hall sn, 800 m V om Norrbys, Gtl",,,57.90275,18.72204
10315,FR,2014.0,,,,,45.84225,2.64805
51975,GB,2008.0,England,,,,52.689987,1.179842
50579,FR,2014.0,France métropolitaine,,,,46.49824,5.93349
173968,GB,2010.0,,East Cramlington pond area,,,55.07309,-1.539544
67300,PL,1998.0,,Jodłów,680.0,,50.1627,16.7543
171253,FR,1997.0,,Bugnieres,,,47.9507,5.08522
158665,RU,2022.0,Kostroma,,,,57.760934,41.038696
81732,DE,2017.0,,"6540/3, Hungerleite und Hirtenschlag, Waldstück nördlich Denglarn",,,49.41,12.36
79181,GB,2018.0,England,"Hencliff Wood, Hanham Abbots",,,51.441309,-2.526542
92703,GB,1986.0,Wales,,,,52.154379,-3.279649
189082,DE,,,MTB 8032: Dießen am Ammersee; Quadrant: 1,,,47.974915,11.041534
55051,SE,1908.0,Östergötland,"Väversunda socken, Väversunda gård, Ög",,,58.34658,14.71031
18492,FI,2016.0,Uusimaa,"Saaristo, Älgsjölandet, Älgsjö (Elisaari), Helsingin kaupungin ulkoilualue, saaren W-osa, SW-laita, luonnonsuojelualue, itä-länsi-suuntainen kallioharjannemetsä",,,59.980393,23.907423
108751,GB,2011.0,England,VC27 East Norfolk,,,52.522721,1.374164
149294,GB,2012.0,England,Chilton,,,51.567898,-1.295823
147406,SE,2007.0,Södermanland,"Ekensberg, strax NV om fornborgen, Srm",,,58.76654,17.03487
96737,GB,2003.0,England,,,,52.372776,-2.251128
15051,NO,2021.0,Agder,"Kvåviga, Kristiansand, Ag",,,58.063487,7.98296
34584,FR,2021.0,,,114.8,0.0,49.235571,-0.417293
63578,SE,1988.0,Gotland,"Tofta skjutfält Odel-Stora Home-Källgårds-Backskogen, Gtl",,,57.55391,18.2025
129583,GB,2007.0,England,,,,53.501903,-2.951257
54264,SE,1997.0,Skåne,"Starrarps ora, Sk",,,55.76256,13.8091
160178,GB,2016.0,England,Raventhorpe Embankment Section E,,,53.863842,-0.457298
54506,SE,1998.0,Östergötland,"asplund, Ög",,,58.38376,15.77188
37992,SE,2000.0,Skåne,"100m V Röstånga mölla, Sk",,,55.98844,13.29101
63313,SE,2020.0,Östergötland,"Narvered, 490m SV, Ög",,,58.42777,15.17785
80744,FR,2005.0,,SAINT-OUEN-EN-BELIN,,,47.8367,0.220029
232360,GB,1984.0,England,SU06M,,,51.379534,-1.93673
192043,SE,1990.0,Uppland,"12I6bNW, Upl",,,60.25821,17.72448
183724,FR,1998.0,,,,,44.60394,5.44243
185821,FI,2018.0,Varsinais-Suomi,Uittamo,,,60.417943,22.25972
50591,FR,1993.0,France métropolitaine,,,,49.33715,0.05621
161383,NO,1959.0,Hedmark,Penningrud 10a; Nes,0.0,0.0,60.807802,10.845686
144159,DE,,,MTB 3938: Lindau; Quadrant: 1,,,52.074963,12.041559
155981,FI,2017.0,Uusimaa,"Kauniaisten aseman eteläpuolinen alue, Espoon osuus ruudusta erikseen kortilla PA 17/17",,,60.20767,24.733345
191582,GB,1988.0,England,Eaton Bray,,,51.883928,-0.590432
5094,FR,2003.0,,Baulne,,,48.4957,2.37793
179343,DE,2018.0,,Zipfelbachtal und Gemarkung Hochdorf,,,48.897564,9.293575
71586,GB,1962.0,Wales,,,,52.181225,-3.683379
14173,BE,2005.0,,,,,51.05135,3.70583
191853,SE,1991.0,Skåne,"150m NV Västraby gård, Sk",,,56.23042,14.09767
195276,FR,1993.0,,,,,48.57834,-2.4948
47738,CH,2019.0,Vs,,640.5,0.5,46.29835,7.79555
151595,EE,2015.0,,Neeme küla,,,58.503115,21.911294
191587,GB,2017.0,England,Bitham Farm East Lockinge,,,51.573664,-1.387665
66164,DK,2016.0,,,,,55.377513,11.559832
56439,SE,1990.0,Uppland,"11I2cSW, Upl",,,59.60653,17.77579
6032,SE,2022.0,Västergötland,"Stora Amundö, Hästhagen, Vg",,,57.59199,11.91683
71346,EE,2015.0,,Ärma talu,,,58.15,25.25
47526,SE,2008.0,Värmland,"Bränningen, Vrm",,,59.22774,12.92084
107815,FR,2004.0,,Gigny,,,47.8319,4.30815
175865,NO,2019.0,Agder,"Justøya 63, Lillesand, Ag",,,58.200421,8.373314
133391,DE,,,MTB 2046: Gützkow; Quadrant: 3,,,53.924998,13.37493
117364,ES,2021.0,,,667.0,0.0,40.362967,-3.755567
46547,FI,2021.0,Kymenlaakso,"Kuusankoski, Keltti - Heinharju, Akanoja - Kymijoki",,,60.890591,26.600876
171278,FR,2002.0,,Mhere,,,47.1981,3.8605
48784,DE,,,MTB 4539: Zwochau; Quadrant: 3,,,51.424957,12.208234
55411,SE,1981.0,Södermanland,"Vrettuna, 250 m SO om, Srm",,,59.00406,17.14007
186843,NO,2016.0,Oslo,"Hovedøya, sørvestsida, Oslo, Os",,,59.892099,10.727501
65121,DK,2008.0,,,,,56.882234,9.902876
1142,NL,1986.0,,,,,51.716921,3.75916
103749,RU,,Moscow Oblast,Prioksko-Terrasnyi Zapovednik,,,54.881,37.6087
9288,ME,2009.0,,Bijelo Polje Metanjac,,,43.1308,19.7733
125989,SE,1998.0,Skåne,"500m SO Perstorp, Sk",,,56.27688,14.07946
202998,GB,1950.0,England,VC62 North-east Yorkshire,,,54.078964,-1.313702
63445,SE,1971.0,Östergötland,"Kimstad, Forsby V-ut, Ög",,,58.54236,15.95861
74299,GB,2007.0,England,Tall herbs/grassland to south-east 32500/012,,,51.638355,-0.014424
122609,SE,1999.0,Östergötland,"Mellangården, Ög",,,58.40583,14.823
80346,BE,2017.0,West Flanders,,,,50.81509,2.92159
185356,FR,2007.0,,,,,43.72863,-0.10326
191382,GB,2005.0,England,"Area R14, Leigh Park, Westbury, Wiltshire",,,51.255751,-2.195551
13192,RU,2021.0,Moskva,,,,55.582556,36.71301
121342,SE,1990.0,Uppland,"12H4bSE, Upl",,,60.15566,16.86308
162311,NO,2017.0,Buskerud,Brekke,,,59.764137,9.984942
7822,NO,2017.0,Østfold,Bjørnevågkilen,,,59.146404,10.927062
13768,GB,1976.0,England,Eaton-under-Heywood,,,52.510131,-2.730776
184202,SE,1980.0,Södermanland,"10I4gnv, Srm",,,59.26439,18.10678
103739,RU,,Stavropol Krai,"Stavropol Heights, Stavropol Division",,,45.0131,41.9643
164364,GB,2004.0,England,"Hedge 6440 (BRERC code), alveston, central grid reference",,,51.565574,-2.526029
81859,DE,2013.0,,,,,50.09,11.69
49660,GB,1988.0,England,VC28 West Norfolk,,,52.742828,0.472457
45760,NO,1939.0,Agder,Abilsnes,,,58.2397,6.6527
80688,FR,2004.0,,Francheville,,,47.4609,4.87493
125674,SE,2020.0,Skåne,"Björnbetan, 250 m norr, Sk",,,56.35787,14.10133
230796,SE,2001.0,Gotland,"Livsungs-Gimbrings-Brunnshagen, Gtl",,,57.18318,18.32732
228358,SE,1996.0,Skåne,"1 km N Lehult, Sk",,,56.33532,13.62725
146344,SE,2017.0,Halland,"Kristinehed/Nissan, Hl",,,56.69289,12.90095
164784,ES,2015.0,Castellon,,,,40.54,-0.23
70547,SE,1993.0,Västergötland,"Åkanter m m 100 m SO om ÅS kyrka, Vg",,,58.37355,12.66269
119982,GB,2013.0,England,"Clattinger Farm, Front Field",,,51.639177,-1.978494
223119,SE,2002.0,Östergötland,"Höke, Ög",,,58.33105,15.28585
184279,SE,2017.0,Södermanland,"Linvävartorp, Srm",,,59.35274,16.54259
19586,GB,2006.0,England,Hamshaw development area,,,50.994239,-0.027806
201775,CH,2021.0,,Switzerland - Wallis (VS),,,46.355739,8.046739
21797,FR,2005.0,,,,,46.17816,4.23154
135070,FR,2018.0,,,,,49.21598,3.73829
62530,SE,1988.0,Småland,"L1 Siggaboda, Sm",,,56.45936,14.58301
57432,SE,1991.0,Närke,"Bergagruvan, på brottvarp, Nrk",,,58.83691,15.15327
57084,SE,1991.0,Västergötland,"SJÖSTUGAN. Ängsmark, Vg",,,57.7577,13.37856
113905,FR,1999.0,,,,,50.50231,3.07037
39545,SE,2007.0,Södermanland,"Ekensberg, 500 m SSV om Klubbstugan, Srm",,,58.76783,17.03622
59664,SE,1984.0,Gotland,"Hallinge-Viges-Rums, Gtl",,,57.11041,18.3719
120767,DE,2016.0,,"Zwischen Stülper Huk und Herrenwyk, Lübeck",,,53.906109,10.835695
90599,GB,2010.0,England,Mouth Mill,,,51.012541,-4.431938
63565,SE,1997.0,Bohuslän,"Kälkerön, Boh",,,58.07481,11.56852
158952,SE,2008.0,Skåne,"Aplar (Skyddsvärt träd), Sk",,,56.15126,13.06203
73415,GB,2002.0,England,Railway S of S Tottenham Junction 31295/001,,,51.576727,-0.075273
192952,AT,1948.0,,"Ostalpen, Grazer Bergland, Umgebung v. Graz im N d. Stadt, Thalstrasse bei Gösting",,,47.09611,15.39444
193815,SE,1990.0,Gotland,"Frändarve och mot SV, V och NV, Gtl",,,57.49977,18.21563
149616,GB,2010.0,England,Winterbourne Downs: Compt19,,,51.151168,-1.678976
107620,FI,1989.0,Varsinais-Suomi,Piikkiö,,,60.430514,22.536927
223103,SE,2008.0,Skåne,"N Skåvarp, Sk",,,55.52337,13.63753
51775,LU,2022.0,,,,,49.8704,6.27939
34773,FR,2022.0,,,94.0,0.0,48.860269,2.192861
176117,NL,1976.0,,,,,51.570181,3.56245
54666,SE,2002.0,Bohuslän,"Moderöd, Håfors, Boh",,,58.74336,11.78562
63785,SE,1963.0,Östergötland,"Å, Juskön, Ög",,,58.47901,16.47355
114754,GB,1987.0,Scotland,VC112 Shetland,,,60.186932,-1.190462
97857,GB,2011.0,England,Porth joke,,,50.402154,-5.132381
78197,ES,,Cataluña,,,,41.72,2.87
142152,DE,,,MTB 3453: Küstrin; Quadrant: 3,,,52.524995,14.541632
190607,FI,1993.0,Satakunta,"Kuivalahti, Kaunissaari E",,,61.239138,21.54551
159310,FI,2014.0,Uusimaa,"6717:448 Loviisa, Liljendal, along Valtatie (main road 6)",,,60.564773,26.057897
96367,GB,1982.0,England,Areley Wood,,,52.336677,-2.309629
206566,DK,1997.0,,,,,57.023765,9.950794
223404,SE,2020.0,Blekinge,"Månsaholmen, Bl",,,56.02907,14.55029
43354,DE,1968.0,,,,,54.1484,13.2484
146398,SE,1981.0,Östergötland,"Linnemålen, Ög",,,58.08123,15.32299
6812,GB,1996.0,England,Bedford,,,52.129342,-0.467506
16536,GB,2010.0,Scotland,Mar Lodge Walled Garden,,,56.992566,-3.485638
59650,SE,1992.0,Småland,"06 Skälleryd, Sm",,,56.96714,16.34201
74167,GB,2006.0,England,Stokesby Road and Gilders Road Open Space 23858/001,,,51.359226,-0.295577
156076,FI,1974.0,Satakunta,REPOSAARI SATAMA 1 TAIMI,,,61.598979,21.435077
196653,FR,2006.0,,MARNAY-SUR-SEINE,,,48.5169,3.55474
93863,DE,2016.0,,um Ratzing,,,48.34,12.15
214110,FR,2010.0,,,,,46.906,-1.53489
118007,FR,2020.0,,,95.2,0.0,44.838722,1.130608
221747,SE,1980.0,Södermanland,"09I4asv, Srm",,,58.80155,17.55693
4792,DE,,,MTB 7430: Wertingen; Quadrant: 1,,,48.574918,10.708188
51950,BE,1991.0,,,,,50.97784,3.4648
146114,GB,2020.0,England,,,,50.864259,0.617771
65246,DK,1998.0,,,,,55.512708,12.176492
146662,GB,1987.0,England,,,,51.757169,-2.066597
77042,FR,2012.0,,,,,44.2055,2.50157
50003,SE,2018.0,Östergötland,"Klockrike, 65 m ONO kyrkan, Ög",,,58.50942,15.3384
204806,GB,2005.0,England,Shropshire,,,52.837268,-2.877285
138807,RU,1898.0,Samara Oblast,Жигули,,,53.4,49.8
89141,DK,2017.0,,,,,55.740897,9.448408
36089,DE,1980.0,,,,,50.31,10.2
146874,GB,1987.0,England,,,,51.802115,-2.081165
21835,FR,1991.0,,,,,48.96205,3.24523
131426,DE,,,MTB 6213: Kriegsfeld; Quadrant: 2,,,49.77489,7.958106
15026,FR,2020.0,,,549.32,0.0,45.882271,4.451745
184864,SE,1990.0,Uppland,"11I7gSE, Upl",,,59.82415,18.18987
131602,DE,,,MTB 2628: Artlenburg; Quadrant: 4,,,53.32496,10.458178
212048,GB,2006.0,England,Cley next the Sea CP/Salthouse CP,,,52.940148,1.071638
70583,SE,2010.0,Småland,"Skäraskog 200 m sö, Sm",,,57.05816,15.35184
224089,SE,1983.0,Småland,"6 Hedenstorp 400 m VNV, Sm",,,57.36797,13.53063
212344,NO,2020.0,,,,,59.356917,11.15299
102378,DK,2018.0,,,,,57.327223,10.279733
72936,GB,2002.0,England,Main Recreation Area 12126/003,,,51.52307,-0.227756
141734,GB,2016.0,England,"Stanton Road, Elmesthorpe",,,52.5534,-1.295335
60693,SE,2004.0,Uppland,"Batteriet, nordvästra Vaxön, vid Norra Vaxholmsfjärden, Upl",,,59.4052,18.35763
226212,SE,2005.0,Östergötland,"tväsäck, Ög",,,58.32057,16.73974
226722,SE,1990.0,Uppland,"12I6hNE, Upl",,,60.24844,18.31097
144777,DE,,,MTB 6513: Hochspeyer; Quadrant: 3,,,49.424893,7.874766
57627,SE,1997.0,Skåne,"800m SSV Håkantorpsmölla, Sk",,,56.09004,13.43062
6637,NL,1982.0,,,,,51.259241,3.81844
61507,SE,1982.0,Småland,"Hultet, Sm",,,57.88506,14.97169
224981,SE,1992.0,Gotland,"Ringvide-Lajkarhajd-Backhagen-Rangvide, Gtl",,,57.78357,18.80632
73047,GB,2001.0,England,Pond and Spinny 15100/006,,,51.539374,0.271051
48565,DE,,,MTB 6415: Grünstadt-Ost; Quadrant: 3,,,49.524896,8.208109
3683,FR,2019.0,,,,,48.16938,5.47182
16709,GB,2022.0,England,,,,53.485131,-3.008253
193692,FI,2008.0,Pohjanmaa,703:25 Vöyri-Maksamaa,,,63.332904,22.102463
230589,SE,2018.0,Östergötland,"Nycklekärret, 770 m V, Ög",,,58.74051,15.18506
159712,RU,2022.0,Moskva,,,,55.836453,36.838783
114384,IT,2019.0,,Mezzano scotti,,,44.8017,9.4256
58505,SE,1987.0,Västergötland,"400 m NV om KILATORP, Vg",,,58.01738,12.83285
103941,NL,1994.0,Overijssel,Manderveen - dorp,,,52.4,6.75
48756,DE,,,MTB 3738: Theeßen; Quadrant: 4,,,52.224963,12.124896
76223,FR,2006.0,,AIX-EN-OTHE,,,48.1974,3.73535
7191,GB,1983.0,England,Bentley Wood: Cpt.06: Smokeway`s Copse: (centroid),,,51.079998,-1.633787
73845,GB,2003.0,England,S of and adjacent to Pinner M&S Car Park 29360/002,,,51.594999,-0.381462
228880,SE,2004.0,Skåne,"vid Tivoliparken, Sk",,,56.02813,14.14994
216914,FI,1988.0,Varsinais-Suomi,Kisko,,,60.244253,23.52039
158564,GB,1992.0,Scotland,Garvellan,,,54.832775,-4.259016
22752,SE,2008.0,Skåne,"100 m SO Tångdala, Sk",,,55.64283,14.22342
236759,DK,1986.0,,,,,55.066028,14.775325
212056,GB,2016.0,England,Echo Lodge Wood,,,51.567773,-1.941015
57476,SE,2014.0,Närke,"Kristineborg, Nrk",,,59.05509,14.96756
52097,NO,2009.0,Viken,"Spjærøy, Hvaler, Hvaler, Vi",,,59.06807,10.902457
39617,GB,2020.0,England,,,,53.311186,-2.098462
18777,DK,2017.0,,,,,55.491704,9.568217
60042,SE,2014.0,Östergötland,"Herbergshult, Ög",,,57.87345,15.41362
170054,RU,2012.0,Vladimir Oblast,Meshchera National Park,,,55.65,40.29
86419,GB,2008.0,England,"Tyntesfield Battleaxes field, comments may have more precise location details. Location is as given to BRERC as part of large dataset",,,51.440231,-2.727955
193705,FI,2014.0,Keski-Pohjanmaa,"Kosila, ratapihan SE-osaa",,,63.836574,23.144481
102789,DK,2012.0,,,,,56.179601,9.913329
228251,SE,1990.0,Närke,"Djursnäs, S om vid badplats, Nrk",,,58.89936,15.55457
222234,SE,2007.0,Skåne,"Aplar (Skyddsvärt träd), Sk",,,55.72639,13.71082
72940,GB,2003.0,England,Harrow Weald Recreation Ground 29390/001,,,51.606789,-0.342903
235138,SE,1990.0,Uppland,"10I9gNE, Upl",,,59.48783,18.16611
60525,SE,2009.0,Småland,"Apel (Skyddsvärt träd), Sm",,,56.75254,15.13621
4179,NL,2008.0,Zeeland,Cadzand-Bad - De Brabander / Hoogduin e.o.,,,51.35,3.4
46264,PT,2016.0,Bragança,,170.0,,41.334131,-7.297172
14477,RU,2021.0,Kirov,,,,58.546172,50.097329
17043,FR,1996.0,,,,,46.89584,1.49719
131258,DE,,,MTB 4919: Frankenau; Quadrant: 3,,,51.024915,8.874796
51257,FR,2004.0,,,,,46.71344,4.63647
20855,GB,1950.0,England,West Suffolk,,,52.158824,0.849361
67433,PL,1997.0,,Orłowiec,505.0,,50.3798,16.8563
162686,GB,1997.0,England,Landguard Common,,,51.935495,1.323343
46302,PT,2017.0,Bragança,,182.0,,41.279732,-7.392114
158780,DE,2013.0,,Angelteich/Gundbach - Walldorf/Hessen,,,50.006176,8.560706
147652,DE,,,"Sohland a. Rotstein, (Löbau: ) Rothstein",,,51.11,14.762217
92936,SE,2005.0,Gotland,"Hangvar sn, Ireviken, Gtl",,,57.83887,18.58412
141277,NO,2015.0,Viken,"Aspond, Frogn, Vi",,,59.728107,10.574321
122657,SE,2021.0,Småland,"Grimslöv, Sm",,,56.70746,14.59406
126357,SE,1990.0,Närke,"Kulan, i vägren, Nrk",,,59.11209,15.5408
85468,DE,2018.0,,Käsbühlstraße,,,48.903828,9.489516
45389,SE,1998.0,Bohuslän,"Platsen, Amborseröd, Boh",,,58.4065,11.31786
22802,SE,2013.0,Småland,"Ingaryd, Frälsegården Ölmstad, trädid F51268, Sm",,,57.93534,14.44708
127538,FR,2011.0,,,1198.0,432.0,45.76073,6.05623
223533,SE,2007.0,Småland,"Skirö, Sm",,,57.37283,15.3698
213845,FI,1800.0,Pirkanmaa,"Vammala, Asuntojen lähellä",,,61.383449,22.972745
198917,SE,2002.0,Bohuslän,"Ekorretången, Tångehamnen, 100 m O om viken, Gusseröd, Boh",,,58.17381,11.86057
76340,FR,1996.0,,Veigne,,,47.29,0.738469
53974,SE,2006.0,Östergötland,"Ärskär, Ög",,,58.39684,16.94339
71025,EE,2016.0,,taime atlase ruut: 17-40,,,58.25,26.749999
118174,DE,2021.0,,,86.26,0.0,52.502939,8.909217
179449,DE,2018.0,,TK25 Blatt 5203/1 - Stolberg (Rheinland),,,50.778069,6.174785
5029,FR,2001.0,,SAINT-BRIS-LE-VINEUX,,,47.7329,3.66289
157865,DK,2007.0,,Plovstrup,,,55.417758,8.832857
158621,DK,2021.0,Midtjylland,,,,56.357637,8.621729
109588,FR,1999.0,,,498.5,9.5,45.80033,6.2517
158855,SE,2011.0,Blekinge,"Kvalmsö naturreservat, Bl",,,56.17248,15.43761
39801,FR,2001.0,,Viallevielle (Au N.N.E. de),1075.0,75.0,45.0362,3.34921
230899,SE,1997.0,Bohuslän,"S om Torslandavägen, Rödjan, Boh",,,57.70627,11.84917
99205,FR,1981.0,,Chamarande,,,48.5187,2.22015
209523,FR,1992.0,,,,,48.15498,-0.20024
13791,GB,1984.0,England,Shropshire,,,52.353807,-2.544665
145225,DE,2015.0,,TK25 Blatt 6721/4 - Kocher / Neuenstadt (West) / Oedheim,,,49.223942,9.290591
57167,SE,2018.0,Östergötland,"Vidingsjö, Ög",,,58.38287,15.65048
17002,FR,1996.0,,,,,47.35715,3.38688
36961,FI,2018.0,Uusimaa,"6685:413 Sipoo, Stadsvikintie",,,60.271656,25.433831
80466,NL,1990.0,,,,,52.826131,6.65389
150384,GB,1988.0,Scotland,Torrinch (island),,,56.071648,-4.563979
140711,SE,2011.0,Öland,"Kalmar län, Öl",,,57.24506,17.06228
15736,DK,2008.0,,Sønder Voerså Hede,,,57.188652,10.429878
143003,DE,,,MTB 5621: Wenings; Quadrant: 2,,,50.374915,9.291475
71922,GB,1950.0,Wales,,,,51.547696,-3.948342
186331,FI,2020.0,Varsinais-Suomi,Friskala,,,60.405661,22.239709
210865,DE,2021.0,,TK25 Blatt 7022/3 - Murr / Kirchberg / Erbstetten,,,48.935921,9.349496
141733,GB,2014.0,England,"Long Clawson, Sandpit Lane",,,52.831922,-0.925693
1540,GB,1990.0,England,,,,53.775171,-2.198736
185520,FI,2018.0,Varsinais-Suomi,Muhkuri,,,60.459346,22.223056
150374,GB,1997.0,Scotland,"Legerwood, NT5843",,,55.683196,-2.661568
223010,SE,1996.0,Bohuslän,"Gamla vägen mot Vik, VNV om Kurtens Kulle, Kolleröd, Boh",,,58.04186,11.55904
89615,GB,1987.0,Scotland,VC85 Fifeshire,,,56.229924,-3.372633
78708,ES,2021.0,,,154.69,0.0,41.783304,2.81604
225267,SE,2003.0,Östergötland,"Kärra, Ög",,,57.99212,15.84392
131042,NL,1934.0,,,,,52.852992,6.060575
46310,PT,2016.0,Bragança,,187.0,,41.382089,-7.219382
217593,GB,1979.0,England,VC3 South Devon,,,50.535648,-4.216796
122139,NO,,Aust-Agder,Spetalen,37.5,17.5,58.367509,8.610574
61120,SE,1975.0,Småland,"Stensholm. 800m SSO Stensholms gård, Sm",,,57.77041,14.32054
77913,DK,2013.0,,,,,55.774211,11.378345
17158,DE,1990.0,,Hecken und verbuschende Kalkmagerrasen östlich und südlich Grafendobrach,,,50.17,11.46
229289,SE,1991.0,Gotland,"Stenstugu-Hakuse-Varplöse och mot SV, Gtl",,,57.50441,18.43288
55499,SE,2010.0,Gotland,"Hageby, Gtl",,,57.33477,18.48172
54447,SE,1973.0,Östergötland,"Hamra, längs vägen till gården [Kättilstad], Ög",,,58.11164,15.79333
95606,GB,2015.0,Scotland,Lugton Water,,,55.67038,-4.625131
68367,NL,2020.0,,,45.58,0.0,52.319416,5.60424
116831,FI,1999.0,Uusimaa,"6721:411 Mäntsälä, Sääksjärven kylä, Sääksjärven eteläranta ja Porvoo-Mäntsälä -tie ym",,,60.5942,25.381724
158491,GB,2001.0,Scotland,"Moodiesburn, N",,,55.918828,-4.089736
33124,ES,,,"Etxarri-Aranatz, province of Navarra",508.0,,42.9086,-2.06389
152410,SE,2005.0,Skåne,"200m SSO Åsum g:a kyrka, Sk",,,55.64848,13.70211
23011,FR,2010.0,,,,,47.35953,1.81182
228702,SE,2008.0,Halland,"Mossahägnad, Hl",,,57.18153,12.62665
102210,BE,2016.0,Antwerp,,,,51.35254,4.9628
225899,SE,1984.0,Närke,"Norra Järnäs, Nrk",,,59.29624,15.79712
56034,SE,1990.0,Uppland,"12I5bSW, Upl",,,60.19094,17.72055
93243,SE,2022.0,Bohuslän,"Radardungen, Rörö, Boh",,,57.77957,11.60984
50998,FR,2005.0,,,,,43.93901,6.6833
957,GB,2020.0,England,Overtown Hill,,,51.51915,-1.78155
163953,BE,1993.0,,,,,51.22381,4.57656
234680,IT,1977.0,,VILLAFRANCA D'ASTI,,,44.912719,8.031475
71183,EE,2016.0,,taime atlase ruut: 10-19,,,58.95,23.25
38691,FR,2011.0,,,,,48.08589,3.49344
144379,DE,,,MTB 8527: Oberstdorf; Quadrant: 2,,,47.474896,10.291515
64409,SE,1992.0,Östergötland,"Ken-badet (nedgång), Ög",,,58.33715,16.3955
57730,SE,2016.0,Södermanland,"Snöholmen, N delen, Srm",,,58.88932,17.54368
85491,NL,2014.0,Overijssel,Deventer - Oxe e.o.,,,52.2,6.2
140300,DK,1999.0,,,,,54.958834,10.226207
98420,AX,1919.0,Ahvenanmaa,Maarianhaminan ympäristö,,,60.085268,19.89076
199852,NO,2020.0,Rogaland,"Eik på Kyrkjøy 5, Stavanger, Ro",,,59.250593,5.815684
102650,DK,2019.0,,,,,54.730586,11.815595
80212,AT,2018.0,,"Glasweiner Wald 2,5 km nördlich Herzogbirbaum (Gem. Großmugl, Bezirk Korneuburg, Niederösterreich)",320.0,,48.54028,16.255
122723,SE,1998.0,Bohuslän,"Mellan Dammekullen och Tången, Boh",,,58.36457,11.6797
126096,SE,2017.0,Öland,"Pilekulla-Solberga, Öl",,,56.35278,16.45736
222616,SE,1978.0,Östergötland,"Linghem S, Ög",,,58.4241,15.78415
123838,SE,1999.0,Östergötland,"Sågen, Ög",,,58.55859,15.50647
133672,GB,1968.0,England,VC23 Oxfordshire,,,51.919969,-1.085367
173005,FR,2004.0,Lorraine,OCHEY 54 / CREZILLES 54 / BULLIGNY 54 / BAGNEUX 54 / ALLAIN 54,,,48.56743,5.89453
